key,section,hu_text,de_text,de_status
rendezvenybiztositas:PILOT_HU.trustItems.2.body,trustItems.2.body,"A VIP-, backstage-, zárt, kiemelt vagy peremterületek kezelése az egyeztetett rendezvénybiztosítási terv és belépési szabályok szerint történik.","VIP-, Backstage-, geschlossene, besonders geschützte oder Randbereiche werden nach dem vereinbarten Sicherheitskonzept und den Zutrittsregeln betreut.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.3.title,trustItems.3.title,Incidensrögzítés és szervezői eszkaláció,Vorfallerfassung und Eskalation an die Veranstaltungsleitung,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.3.body,trustItems.3.body,"Az incidensek, eltérések és eszkalációs igények rögzítése és kezelése a szervező által meghatározott kapcsolattartási és eszkalációs lánc szerint történik.","Vorfälle, Abweichungen und Eskalationsbedarfe werden nach der von der Veranstaltungsleitung festgelegten Kontakt- und Eskalationskette erfasst und bearbeitet.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.4.title,trustItems.4.title,Egy kijelölt felelős kapcsolattartási pont,Ein benannter verantwortlicher Kontaktpunkt,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.4.body,trustItems.4.body,"A szervező kijelölt rendezvénybiztonsági kapcsolattartási pontot kap a koordinációhoz, a jelentéshez és az eseménynapi kommunikációhoz.","Die Veranstaltungsleitung erhält einen benannten Sicherheitskontaktpunkt für Koordination, Berichterstattung und die Kommunikation am Veranstaltungstag.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.5.title,trustItems.5.title,Utólagos áttekintés és fejlesztési pontok,Nachbetrachtung und Verbesserungspunkte,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.5.body,trustItems.5.body,"A rendezvény után az Avenir támogatni tudja az incidensek, visszatérő problémák és fejlesztési pontok áttekintését a jövőbeli rendezvénytervezéshez.","Nach der Veranstaltung kann Avenir die Auswertung von Vorfällen, wiederkehrenden Problemen und Verbesserungspunkten für die künftige Veranstaltungsplanung unterstützen.",translated_draft
rendezvenybiztositas:hu.serviceDetail.faqEyebrow,faq.eyebrow,GYAKORI KÉRDÉSEK,HÄUFIGE FRAGEN,translated_draft
rendezvenybiztositas:hu.serviceDetail.faqTitle,faq.title,Mit kérdeznek leggyakrabban,Was am häufigsten gefragt wird,translated_draft
rendezvenybiztositas:PILOT_HU.faq.0.q,faq.0.q,Miben különbözik a rendezvénybiztosítás az objektumőrzéstől?,Worin unterscheidet sich Veranstaltungssicherheit vom Objektschutz?,translated_draft
rendezvenybiztositas:PILOT_HU.faq.0.a,faq.0.a,"Az objektumőrzés jellemzően állandó vagy hosszabb távú helyszíni működésre épül, míg a rendezvénybiztosítás időben behatárolt, eseményhez igazított szolgáltatás. Itt a vendégáramlás, beléptetés, zónakezelés, szervezői kapcsolattartás és incidensjelzés kerül előtérbe.","Der Objektschutz beruht in der Regel auf einem dauerhaften oder längerfristigen Betrieb vor Ort, während die Veranstaltungssicherheit eine zeitlich begrenzte, auf das Event zugeschnittene Leistung ist. Im Vordergrund stehen Besucherströme, Zutrittskontrolle, Zonenmanagement, der Kontakt zur Veranstaltungsleitung und die Vorfallmeldung.",translated_draft
rendezvenybiztositas:PILOT_HU.faq.1.q,faq.1.q,"Fesztiválokra, koncertekre és sporteseményekre is kérhető rendezvénybiztosítás?","Ist Veranstaltungssicherheit auch für Festivals, Konzerte und Sportveranstaltungen verfügbar?",translated_draft
rendezvenybiztositas:PILOT_HU.faq.1.a,faq.1.a,"Igen. A rendezvénybiztosítás vállalati, zártkörű és nyilvános eseményekre is kialakítható, ideértve a fesztiválokat, koncerteket, sporteseményeket és kulturális programokat. A szolgáltatási keret a rendezvény típusához, a vendég- vagy közönségáramláshoz, a belépési pontokhoz, a zónákhoz, a szervezői kapcsolattartási lánchoz és az incidensrögzítési igényekhez igazodik.","Ja. Veranstaltungssicherheit kann für Firmen-, geschlossene und öffentliche Veranstaltungen gestaltet werden, einschließlich Festivals, Konzerten, Sportveranstaltungen und Kulturprogrammen. Der Leistungsrahmen richtet sich nach Veranstaltungstyp, Gäste- oder Besucherströmen, Zutrittspunkten, Zonen, der Kontaktkette der Veranstaltungsleitung und den Anforderungen an die Vorfallerfassung.",translated_draft
rendezvenybiztositas:PILOT_HU.faq.2.q,faq.2.q,Kezelhető VIP vagy backstage terület?,Können VIP- oder Backstage-Bereiche betreut werden?,translated_draft
rendezvenybiztositas:PILOT_HU.faq.2.a,faq.2.a,"Igen, ha a rendezvény scope-ja ezt tartalmazza, a biztonsági működés kiterjedhet VIP, backstage, zárt vagy kiemelt területek kezelésére is. A jogosultsági pontokat és a belépési szabályokat előre kell rögzíteni.","Ja, wenn der Veranstaltungsumfang dies vorsieht, kann sich der Sicherheitsbetrieb auch auf VIP-, Backstage-, geschlossene oder besonders geschützte Bereiche erstrecken. Die Berechtigungspunkte und Zutrittsregeln sind vorab festzulegen.",translated_draft
rendezvenybiztositas:PILOT_HU.faq.3.q,faq.3.q,Van garantált konfliktusmentes rendezvény?,Gibt es eine Garantie für eine konfliktfreie Veranstaltung?,translated_draft
rendezvenybiztositas:PILOT_HU.faq.3.a,faq.3.a,"Nem ígérhető garantált konfliktusmentesség. A szolgáltatás célja a kockázatok csökkentése, a helyszíni jelenlét, az egyeztetett eszkalációs rend és a szervezőkkel való gyors kapcsolattartás biztosítása.","Eine garantierte Konfliktfreiheit kann nicht zugesagt werden. Ziel der Leistung ist es, Risiken zu verringern sowie Präsenz vor Ort, eine abgestimmte Eskalationsordnung und eine schnelle Abstimmung mit der Veranstaltungsleitung sicherzustellen.",translated_draft
rendezvenybiztositas:PILOT_HU.faq.4.q,faq.4.q,Milyen szerepe van a szervezői kapcsolattartásnak?,Welche Rolle spielt der Kontakt zur Veranstaltungsleitung?,translated_draft
rendezvenybiztositas:PILOT_HU.faq.4.a,faq.4.a,"A rendezvénybiztosítás hatékony működéséhez fontos, hogy legyen kijelölt kapcsolattartó a szervezői oldalon és a biztonsági oldalon is. Így incidens, beléptetési kérdés, zónakezelési probléma vagy vendégáramlási helyzet esetén gyorsabb az egyeztetés.","Für einen wirksamen Ablauf der Veranstaltungssicherheit ist wichtig, dass es sowohl auf Seiten der Veranstaltungsleitung als auch auf der Sicherheitsseite einen benannten Ansprechpartner gibt. So lassen sich Vorfälle, Zutrittsfragen, Zonenprobleme oder Besucherstromsituationen schneller abstimmen.",translated_draft
rendezvenybiztositas:PILOT_HU.faq.5.q,faq.5.q,Készül rendezvényzáró riport?,Wird ein Abschlussbericht zur Veranstaltung erstellt?,translated_draft
rendezvenybiztositas:PILOT_HU.faq.5.a,faq.5.a,"A szolgáltatás része lehet rendezvényzáró visszajelzés vagy riport, amely összefoglalja a főbb eseményeket, eltéréseket, incidenseket és fejlesztési javaslatokat. A riport részletezettségét az együttműködés elején érdemes rögzíteni.","Bestandteil der Leistung kann eine Abschlussrückmeldung oder ein Bericht sein, der die wichtigsten Ereignisse, Abweichungen, Vorfälle und Verbesserungsvorschläge zusammenfasst. Den Detaillierungsgrad des Berichts sollte man zu Beginn der Zusammenarbeit festlegen.",translated_draft
rendezvenybiztositas:PILOT_HU.faq.6.q,faq.6.q,Mikor érdemes előzetes rendezvénybiztosítási bejárást tartani?,Wann ist eine vorbereitende Begehung zur Veranstaltungssicherheit sinnvoll?,translated_draft
rendezvenybiztositas:PILOT_HU.faq.6.a,faq.6.a,"Előzetes bejárás különösen akkor hasznos, ha több belépési pont, VIP, backstage vagy zárt zóna, nagyobb vendégáramlás, külső beszállítói mozgás, szokatlan helyszíni elrendezés, magasabb kockázatú programelem vagy erős szervezői koordinációs igény várható.","Eine vorbereitende Begehung ist besonders dann sinnvoll, wenn mehrere Zutrittspunkte, VIP-, Backstage- oder geschlossene Zonen, größere Besucherströme, externer Lieferverkehr, eine ungewöhnliche Standortanordnung, risikoreichere Programmelemente oder ein hoher Koordinationsbedarf mit der Veranstaltungsleitung zu erwarten sind.",translated_draft
rendezvenybiztositas:PILOT_HU.faq.7.q,faq.7.q,Kapcsolódhat a rendezvénybiztosítás beléptető vagy biztonságtechnikai rendszerhez?,Kann die Veranstaltungssicherheit an Zutritts- oder Sicherheitstechniksysteme angebunden werden?,translated_draft
rendezvenybiztositas:PILOT_HU.faq.7.a,faq.7.a,"Igen, ahol a helyszín ezt lehetővé teszi, a rendezvénybiztosítás kapcsolódhat beléptetési rendszerhez, kamerarendszerhez, zónakezelési vagy más biztonságtechnikai folyamathoz. A pontos működést a helyszín adottságai és a rendezvény scope-ja határozza meg.","Ja, wo der Standort dies zulässt, kann die Veranstaltungssicherheit an Zutrittskontrollsysteme, Kamerasysteme, Zonenmanagement- oder andere sicherheitstechnische Prozesse angebunden werden. Den genauen Ablauf bestimmen die Gegebenheiten des Standorts und der Veranstaltungsumfang.",translated_draft
rendezvenybiztositas:hu.serviceDetail.relatedEyebrow,related.eyebrow,MÉG AZ AVENIRTŐL,WEITERES VON AVENIR,translated_draft
rendezvenybiztositas:hu.serviceDetail.relatedTitle,related.title,Kapcsolódó szolgáltatások,Verwandte Leistungen,translated_draft
rendezvenybiztositas:related.0.objektumorzes.nameHu,related.0.title,Élőerős objektumőrzés,Objektschutz vor Ort,translated_draft
rendezvenybiztositas:related.0.objektumorzes.shortDescHu,related.0.description,"Élőerős objektumőrzés beléptetéssel, járőrözéssel, incidenskezeléssel, szolgálati naplóval és egyeztetett eszkalációs renddel.","Objektschutz vor Ort mit Zutrittskontrolle, Kontrollgängen, Vorfallbearbeitung, Dienstbuch und abgestimmter Eskalationsordnung.",translated_draft
rendezvenybiztositas:related.1.portaszolgalat.nameHu,related.1.title,Recepciós és portaszolgálat,Empfangs- und Pförtnerdienst,translated_draft
rendezvenybiztositas:related.1.portaszolgalat.shortDescHu,related.1.description,"Recepciós és portaszolgálat látogatók, beszállítók, munkatársak, kulcsok, csomagok, naplózás és egyeztetett eszkaláció kezelésére.","Empfangs- und Pförtnerdienst für Besucher, Lieferanten, Mitarbeiter, Schlüssel, Pakete, Protokollierung und abgestimmte Eskalation.",translated_draft
rendezvenybiztositas:related.2.mystery-shopping-helyszini-audit.nameHu,related.2.title,Próbavásárlás és szolgáltatásaudit,Mystery Shopping und Serviceaudit,translated_draft
rendezvenybiztositas:related.2.mystery-shopping-helyszini-audit.shortDescHu,related.2.description,"Próbavásárlás és szolgáltatásaudit valós ügyfél- és működési helyzetekben, strukturált megfigyeléssel, riportálással és fejlesztési javaslatokkal.","Mystery Shopping und Serviceaudit in realen Kunden- und Betriebssituationen, mit strukturierter Beobachtung, Berichtswesen und Verbesserungsempfehlungen.",translated_draft
rendezvenybiztositas:related.3.biztonsagtechnika.nameHu,related.3.title,Biztonságtechnika,Sicherheitstechnik,translated_draft
rendezvenybiztositas:related.3.biztonsagtechnika.shortDescHu,related.3.description,"Biztonságtechnika kamerarendszerhez, beléptetéshez és riasztási folyamatokhoz, helyszínre szabott biztonsági modellbe illesztve, adatvédelmi szempontokat beépítő technikai tervezéssel.","Sicherheitstechnik für Kamerasysteme, Zutrittskontrolle und Alarmprozesse, eingebettet in ein standortgerechtes Sicherheitsmodell, mit technischer Planung, die Datenschutzaspekte einbezieht.",translated_draft
rendezvenybiztositas:serviceDetail.hero.cta,cta.hero,Ajánlatkérés,Angebot anfordern,translated_draft
rendezvenybiztositas:SERVICE_QUOTE_COPY.hu.button,cta.embedded.collapsedButton,Ajánlatkérés,Angebot anfordern,translated_draft
SHARED:hu.serviceDetail,shared.serviceDetail,"{""useCasesEyebrow"":""Kinek ajánljuk"",""useCasesTitle"":""Kinek jó"",""includedEyebrow"":""Tartalom"",""includedTitle"":""Mit tartalmaz"",""processEyebrow"":""Folyamat"",""processTitle"":""Hogyan indul az együttműködés"",""trustEyebrow"":""Miért bízhat bennünk"",""trustTitle"":""Bizalmi elemek"",""faqEyebrow"":""Gyakori kérdések"",""faqTitle"":""Mit kérdeznek leggyakrabban"",""relatedEyebrow"":""Még az Avenirtől"",""relatedTitle"":""Kapcsolódó szolgáltatások""}","{""useCasesEyebrow"":""Empfohlen für"",""useCasesTitle"":""Für wen geeignet"",""includedEyebrow"":""Leistungsumfang"",""includedTitle"":""Was enthalten ist"",""processEyebrow"":""Ablauf"",""processTitle"":""So startet die Zusammenarbeit"",""trustEyebrow"":""Warum Sie uns vertrauen können"",""trustTitle"":""Vertrauenselemente"",""faqEyebrow"":""Häufige Fragen"",""faqTitle"":""Was am häufigsten gefragt wird"",""relatedEyebrow"":""Weiteres von Avenir"",""relatedTitle"":""Verwandte Leistungen""}",translated_draft
SHARED:SERVICE_QUOTE_COPY.hu,shared.serviceQuote,"{""title"":""Ajánlatkérés"",""button"":""Ajánlatkérés"",""close"":""Mégsem"",""name"":""Név"",""email"":""E-mail"",""phone"":""Telefon"",""company"":""Cég (opcionális)"",""message"":""Üzenet"",""messagePlaceholder"":""Írja le röviden, miben segíthetünk."",""send"":""Küldés"",""sending"":""Küldés folyamatban..."",""success"":""Köszönjük, megkaptuk a megkeresést. Munkatársunk a megadott elérhetőségen visszajelez."",""error"":""Hiba történt a küldés során. Kérjük, próbálja újra később, vagy hívjon minket."",""nameRequired"":""Kérjük, adja meg a nevét."",""emailRequired"":""Kérjük, adja meg az e-mail címét."",""emailInvalid"":""Kérjük, érvényes e-mail címet adjon meg.""}","{""title"":""Angebot anfordern"",""button"":""Angebot anfordern"",""close"":""Abbrechen"",""name"":""Name"",""email"":""E-Mail"",""phone"":""Telefon"",""company"":""Firma (optional)"",""message"":""Nachricht"",""messagePlaceholder"":""Beschreiben Sie kurz, wobei wir Sie unterstützen können."",""send"":""Senden"",""sending"":""Wird gesendet..."",""success"":""Vielen Dank, wir haben Ihre Anfrage erhalten. Unser Mitarbeiter meldet sich über die angegebenen Kontaktdaten bei Ihnen."",""error"":""Beim Senden ist ein Fehler aufgetreten. Bitte versuchen Sie es später erneut oder rufen Sie uns an."",""nameRequired"":""Bitte geben Sie Ihren Namen an."",""emailRequired"":""Bitte geben Sie Ihre E-Mail-Adresse an."",""emailInvalid"":""Bitte geben Sie eine gültige E-Mail-Adresse an.""}",translated_draft
