key,section,hu_text,de_text,de_status
soft-fm:PILOT_HU.longDesc.body.0,body.1,"Az Avenir Soft FM szolgáltatása a helyszín napi, nem műszaki működését támogató feladatokat fogja össze: takarítás, kertészeti és higiéniai folyamatok, hulladékkezelési támogatás, szolgáltatói koordináció és helyszíni működési támogatás. A szerződés indulásakor az Avenir az ügyféllel együtt rögzíti a szolgáltatási modellt: saját munkatársak, jóváhagyott alvállalkozók vagy meglévő ügyféloldali szolgáltatók Avenir-koordináció alatt, az egyeztetett helyszíni modell szerint.","Die Soft-FM-Leistung von Avenir bündelt die Aufgaben, die den täglichen, nicht technischen Betrieb des Standorts unterstützen: Reinigung, Grünpflege- und Hygieneprozesse, Unterstützung bei der Abfallentsorgung, Dienstleisterkoordination und operative Unterstützung vor Ort. Zum Vertragsbeginn legt Avenir gemeinsam mit dem Kunden das Leistungsmodell fest: eigene Mitarbeiter, freigegebene Nachunternehmer oder bestehende kundenseitige Dienstleister unter Koordination von Avenir, nach dem vereinbarten Standortmodell.",translated_draft
soft-fm:PILOT_HU.longDesc.body.1,body.2,"A Soft FM együttműködés írásos scope-pal indul: területek, feladatgyakoriságok, minőségi elvárások, riportálási ritmus és eszkalációs útvonalak. A cél nem nyitott, „ahogy szükséges” jellegű működés, hanem előre rögzített, ellenőrizhető és riportálható szolgáltatási keret.","Die Soft-FM-Zusammenarbeit startet mit einem schriftlichen Leistungsumfang: Flächen, Aufgabenfrequenzen, Qualitätsanforderungen, Berichtsrhythmus und Eskalationswege. Ziel ist kein offener Betrieb „nach Bedarf“, sondern ein vorab festgelegter, überprüfbarer und berichtsfähiger Leistungsrahmen.",translated_draft
soft-fm:PILOT_HU.longDesc.body.2,body.3,"Ha az ügyfél meglévő takarítási, kertészeti, higiéniai vagy egyéb szolgáltatókkal dolgozik, az Avenir átveheti a koordinációs réteget: a napi helyszíni egyeztetést, a minőségellenőrzést és a riportálást, hogy az ügyfél ne több széttagolt szerződésből, hanem egy összefogott működési képből dolgozzon.","Arbeitet der Kunde mit bestehenden Reinigungs-, Grünpflege-, Hygiene- oder sonstigen Dienstleistern, kann Avenir die Koordinationsebene übernehmen: die tägliche Abstimmung vor Ort, die Qualitätskontrolle und das Berichtswesen — damit der Kunde nicht mit mehreren getrennten Verträgen, sondern mit einem zusammengeführten Betriebsbild arbeitet.",translated_draft
soft-fm:hu.serviceDetail.useCasesEyebrow,useCases.eyebrow,KINEK AJÁNLJUK,EMPFOHLEN FÜR,translated_draft
soft-fm:hu.serviceDetail.useCasesTitle,useCases.title,Kinek jó,Für wen geeignet,translated_draft
soft-fm:PILOT_HU.useCases.0,useCases.0,"Irodaházak és üzleti központok, ahol a bérlők látható nappali szolgáltatási színvonalat várnak el","Bürogebäude und Businesscenter, in denen Mieter ein sichtbares Serviceniveau am Tag erwarten",translated_draft
soft-fm:PILOT_HU.useCases.1,useCases.1,"Ipari vagy logisztikai helyszínek, ahol a takarításnak, higiéniai folyamatoknak és hulladékkezelési támogatásnak a műszakrendhez kell igazodnia","Industrie- oder Logistikstandorte, an denen sich Reinigung, Hygieneprozesse und Abfallentsorgungs-Unterstützung am Schichtbetrieb ausrichten müssen",translated_draft
soft-fm:PILOT_HU.useCases.2,useCases.2,"Több helyszínes portfóliók, ahol egységes scope-ra, gyakoriságokra és riportálásra van szükség","Portfolios mit mehreren Standorten, die einen einheitlichen Leistungsumfang, einheitliche Frequenzen und ein einheitliches Berichtswesen benötigen",translated_draft
soft-fm:PILOT_HU.useCases.3,useCases.3,"Helyszínek, ahol több külön szolgáltató koordinációja ma az ügyfél feladata","Standorte, an denen die Koordination mehrerer separater Dienstleister heute Aufgabe des Kunden ist",translated_draft
soft-fm:PILOT_HU.useCases.4,useCases.4,"Működések, ahol a Soft FM, Hard FM, portaszolgálat és őrzés egy operatív felületen kapcsolódhat össze","Betriebe, in denen Soft FM, Hard FM, Pförtnerdienst und Objektschutz über eine operative Schnittstelle verbunden werden können",translated_draft
soft-fm:PILOT_HU.useCases.5,useCases.5,"Helyzetek, ahol a beszerzési, ESG- vagy auditcsapat írásos riportot vár az egyeztetett KPI-k és minőségi szempontok alapján","Situationen, in denen Einkaufs-, ESG- oder Auditteams schriftliche Berichte nach vereinbarten KPIs und Qualitätskriterien erwarten",translated_draft
soft-fm:hu.serviceDetail.includedEyebrow,included.eyebrow,TARTALOM,LEISTUNGSUMFANG,translated_draft
soft-fm:hu.serviceDetail.includedTitle,included.title,Mit tartalmaz,Was enthalten ist,translated_draft
soft-fm:PILOT_HU.includedItems.0,includedItems.0,Napi takarítási működés az egyeztetett területeken és feladatgyakoriságok szerint,Tägliche Unterhaltsreinigung in den vereinbarten Flächen und nach den vereinbarten Aufgabenfrequenzen,translated_draft
soft-fm:PILOT_HU.includedItems.1,includedItems.1,"Időszakos takarítási feladatok, például padló-, üveg- vagy szőnyegtisztítás, ha a scope tartalmazza","Periodische Reinigungsleistungen, etwa Boden-, Glas- oder Teppichreinigung, sofern im Leistungsumfang enthalten",translated_draft
soft-fm:PILOT_HU.includedItems.2,includedItems.2,"Kertészeti és külső területgondozási koordináció, ha a helyszíni modell része","Koordination von Grünpflege und Außenanlagenpflege, sofern Teil des Standortmodells",translated_draft
soft-fm:PILOT_HU.includedItems.3,includedItems.3,Higiéniai fogyóanyagok és mosdóhigiéniai szolgáltatások koordinációja,Koordination von Hygieneverbrauchsmaterialien und Waschraumhygiene-Leistungen,translated_draft
soft-fm:PILOT_HU.includedItems.4,includedItems.4,Hulladékkezelési támogatás és szolgáltatói kapcsolattartás az egyeztetett működési modell szerint,Unterstützung bei der Abfallentsorgung und Dienstleisterkontakt nach dem vereinbarten Betriebsmodell,translated_draft
soft-fm:PILOT_HU.includedItems.5,includedItems.5,Szolgáltatók és alvállalkozók koordinációja meglévő ügyféloldali beszállítók esetén,Koordination von Dienstleistern und Nachunternehmern bei bestehenden kundenseitigen Lieferanten,translated_draft
soft-fm:PILOT_HU.includedItems.6,includedItems.6,"Helyszíni eltérések, visszatérő problémák és korrekciós intézkedések követése","Verfolgung von Abweichungen vor Ort, wiederkehrenden Problemen und Korrekturmaßnahmen",translated_draft
soft-fm:PILOT_HU.includedItems.7,includedItems.7,"Írásos riport az elvégzett feladatokról, minőségi megfigyelésekről, visszatérő problémákról és teendőkről","Schriftlicher Bericht über erledigte Aufgaben, Qualitätsbeobachtungen, wiederkehrende Probleme und To-dos",translated_draft
soft-fm:hu.serviceDetail.processEyebrow,process.eyebrow,FOLYAMAT,ABLAUF,translated_draft
soft-fm:hu.serviceDetail.processTitle,process.title,Hogyan indul az együttműködés,So startet die Zusammenarbeit,translated_draft
soft-fm:PILOT_HU.processSteps.0.title,processSteps.0.title,Helyszíni bejárás és scope-felmérés,Begehung vor Ort und Aufnahme des Leistungsumfangs,translated_draft
soft-fm:PILOT_HU.processSteps.0.body,processSteps.0.body,"Az Avenir a scope véglegesítése előtt áttekinti az érintett területeket, szolgáltatási pontokat, működési időablakokat és a meglévő szolgáltatói modellt.","Vor der Festlegung des Leistungsumfangs prüft Avenir die betroffenen Flächen, Servicepunkte, Betriebszeitfenster und das bestehende Dienstleistermodell.",translated_draft
soft-fm:PILOT_HU.processSteps.1.title,processSteps.1.title,"Írásos scope, gyakoriságok és minőségi szempontok","Schriftlicher Leistungsumfang, Frequenzen und Qualitätskriterien",translated_draft
soft-fm:PILOT_HU.processSteps.1.body,processSteps.1.body,"A szolgáltatási területeket, feladatgyakoriságokat, ellenőrzési pontokat, minőségi elvárásokat és riportálási ritmust az operatív indulás előtt rögzítjük.","Serviceflächen, Aufgabenfrequenzen, Kontrollpunkte, Qualitätsanforderungen und Berichtsrhythmus werden vor dem operativen Start festgehalten.",translated_draft
soft-fm:PILOT_HU.processSteps.2.title,processSteps.2.title,Szolgáltatási modell és csapatstruktúra rögzítése,Festlegung von Leistungsmodell und Teamstruktur,translated_draft
soft-fm:PILOT_HU.processSteps.2.body,processSteps.2.body,"A scope egyeztetésekor az Avenir az ügyféllel együtt rögzíti a teljesítési modellt: saját munkatársak, jóváhagyott alvállalkozók vagy meglévő ügyféloldali szolgáltatók Avenir-koordináció alatt, a helyszíni modell szerint.","Bei der Abstimmung des Leistungsumfangs legt Avenir gemeinsam mit dem Kunden das Erfüllungsmodell fest: eigene Mitarbeiter, freigegebene Nachunternehmer oder bestehende kundenseitige Dienstleister unter Koordination von Avenir, nach dem Standortmodell.",translated_draft
soft-fm:PILOT_HU.processSteps.3.title,processSteps.3.title,Mobilizáció és működési beállítás,Mobilisierung und betriebliche Einrichtung,translated_draft
soft-fm:PILOT_HU.processSteps.3.body,processSteps.3.body,"Az indulás előtt az Avenir előkészíti a működési keretet: felelősségek, kapcsolattartási pontok, eszkalációs útvonalak, helyszíni utasítások és a napi kontrollhoz szükséges nyilvántartások.","Vor dem Start bereitet Avenir den Betriebsrahmen vor: Verantwortlichkeiten, Kontaktpunkte, Eskalationswege, Standortanweisungen und die für die tägliche Kontrolle erforderlichen Aufzeichnungen.",translated_draft
soft-fm:PILOT_HU.processSteps.4.title,processSteps.4.title,Indítás és stabilizációs időszak,Start und Stabilisierungsphase,translated_draft
soft-fm:PILOT_HU.processSteps.4.body,processSteps.4.body,"Az első működési időszakban az Avenir követi a kezdeti eltéréseket, pontosítja a felelősségeket és stabilizálja a működési ritmust az egyeztetett scope-on belül.","In der ersten Betriebsphase verfolgt Avenir die anfänglichen Abweichungen, präzisiert die Verantwortlichkeiten und stabilisiert den Betriebsrhythmus innerhalb des vereinbarten Leistungsumfangs.",translated_draft
soft-fm:PILOT_HU.processSteps.5.title,processSteps.5.title,Rendszeres riportálás és ügyféloldali áttekintés,Regelmäßiges Berichtswesen und Überprüfung mit dem Kunden,translated_draft
soft-fm:PILOT_HU.processSteps.5.body,processSteps.5.body,"Az Avenir riportálja az elvégzett feladatokat, minőségi megfigyeléseket, visszatérő problémákat és egyeztetett intézkedéseket, majd rendszeresen áttekinti a szolgáltatást az ügyféllel.","Avenir berichtet über erledigte Aufgaben, Qualitätsbeobachtungen, wiederkehrende Probleme und vereinbarte Maßnahmen und bespricht die Leistung regelmäßig mit dem Kunden.",translated_draft
soft-fm:hu.serviceDetail.trustEyebrow,trust.eyebrow,MIÉRT BÍZHAT BENNÜNK,WARUM SIE UNS VERTRAUEN KÖNNEN,translated_draft
soft-fm:hu.serviceDetail.trustTitle,trust.title,Bizalmi elemek,Vertrauenselemente,translated_draft
soft-fm:PILOT_HU.trustItems.0.title,trustItems.0.title,"Írásos scope, nem nyitott „ahogy szükséges” működés",Schriftlicher Leistungsumfang statt offenem Betrieb „nach Bedarf“,translated_draft
soft-fm:PILOT_HU.trustItems.0.body,trustItems.0.body,"Az Avenir a területeket, gyakoriságokat, minőségi szempontokat és riportálási ritmust a szerződés indulásakor rögzíti, így a megbízás kerete az operatív működés előtt egyértelmű.","Avenir legt Flächen, Frequenzen, Qualitätskriterien und Berichtsrhythmus zum Vertragsbeginn fest, sodass der Rahmen des Auftrags vor dem operativen Betrieb eindeutig ist.",translated_draft
soft-fm:PILOT_HU.trustItems.1.title,trustItems.1.title,Minőségellenőrzés meghatározott szempontok alapján,Qualitätskontrolle nach definierten Kriterien,translated_draft
soft-fm:PILOT_HU.trustItems.1.body,trustItems.1.body,"Az Avenir a takarítási, higiéniai, kertészeti és operatív támogatási feladatokat egyeztetett ellenőrzési pontok alapján követi, nem általános elvárások szerint.","Avenir verfolgt Reinigungs-, Hygiene-, Grünpflege- und operative Unterstützungsaufgaben anhand vereinbarter Kontrollpunkte — nicht nach allgemeinen Erwartungen.",translated_draft
soft-fm:PILOT_HU.trustItems.2.title,trustItems.2.title,Egy operatív felület több szolgáltató között,Eine operative Schnittstelle über mehrere Dienstleister hinweg,translated_draft
soft-fm:PILOT_HU.trustItems.2.body,trustItems.2.body,"Az ügyfél egy összehangolt működési képet kap az Avenir munkatársai, jóváhagyott alvállalkozók és meglévő ügyféloldali szolgáltatók között, a helyszíni modell szerint.","Der Kunde erhält ein abgestimmtes Betriebsbild über die Mitarbeiter von Avenir, freigegebene Nachunternehmer und bestehende kundenseitige Dienstleister hinweg, nach dem Standortmodell.",translated_draft
soft-fm:PILOT_HU.trustItems.3.title,trustItems.3.title,Szolgáltatói és alvállalkozói koordináció,Koordination von Dienstleistern und Nachunternehmern,translated_draft
soft-fm:PILOT_HU.trustItems.3.body,trustItems.3.body,"Az Avenir dokumentálja a felelősségeket, kapcsolattartási pontokat és eszkalációs útvonalakat, hogy a napi szolgáltatókezelés kontrollált legyen, ne széttagolt.","Avenir dokumentiert Verantwortlichkeiten, Kontaktpunkte und Eskalationswege, damit die tägliche Dienstleistersteuerung kontrolliert und nicht fragmentiert abläuft.",translated_draft
soft-fm:PILOT_HU.trustItems.4.title,trustItems.4.title,Korrekciós intézkedések követése,Verfolgung von Korrekturmaßnahmen,translated_draft
soft-fm:PILOT_HU.trustItems.4.body,trustItems.4.body,"Az Avenir követi a helyszíni eltéréseket, visszatérő problémákat és korrekciós intézkedéseket, hogy azok áttekinthetők és utánkövethetők legyenek.","Avenir verfolgt Abweichungen vor Ort, wiederkehrende Probleme und Korrekturmaßnahmen, damit diese überschaubar und nachverfolgbar bleiben.",translated_draft
soft-fm:PILOT_HU.trustItems.5.title,trustItems.5.title,Írásos riportálás,Schriftliches Berichtswesen,translated_draft
soft-fm:PILOT_HU.trustItems.5.body,trustItems.5.body,"Az Avenir az egyeztetett riportálási ritmus szerint beszámol az elvégzett scope-ról, minőségi megfigyelésekről, visszatérő problémákról és egyeztetett intézkedésekről.","Avenir berichtet nach dem vereinbarten Berichtsrhythmus über den erledigten Leistungsumfang, Qualitätsbeobachtungen, wiederkehrende Probleme und vereinbarte Maßnahmen.",translated_draft
soft-fm:PILOT_HU.trustItems.6.title,trustItems.6.title,"Kapcsolódás Hard FM-hez, portaszolgálathoz és őrzéshez","Anbindung an Hard FM, Pförtnerdienst und Objektschutz",translated_draft
soft-fm:PILOT_HU.trustItems.6.body,trustItems.6.body,"Ha ezek a szolgáltatások ugyanazon a helyszínen működnek, az Avenir összehangolja a Soft FM riportálását és eltéréskezelését a portaszolgálati, őrzési és Hard FM folyamatokkal.","Werden diese Leistungen am selben Standort erbracht, stimmt Avenir das Soft-FM-Berichtswesen und die Abweichungsbearbeitung mit den Pförtner-, Objektschutz- und Hard-FM-Prozessen ab.",translated_draft
soft-fm:PILOT_HU.trustItems.7.title,trustItems.7.title,Helyszínspecifikus működési modell,Standortspezifisches Betriebsmodell,translated_draft
soft-fm:PILOT_HU.trustItems.7.body,trustItems.7.body,"A létszám, szolgáltatói bevonás, gyakoriságok és riportálás a helyszíni modellhez és az egyeztetett szerződéses scope-hoz igazodik.","Personalstärke, Dienstleistereinbindung, Frequenzen und Berichtswesen richten sich nach dem Standortmodell und dem vereinbarten vertraglichen Leistungsumfang.",translated_draft
soft-fm:hu.serviceDetail.faqEyebrow,faq.eyebrow,GYAKORI KÉRDÉSEK,HÄUFIGE FRAGEN,translated_draft
soft-fm:hu.serviceDetail.faqTitle,faq.title,Mit kérdeznek leggyakrabban,Was am häufigsten gefragt wird,translated_draft
soft-fm:PILOT_HU.faq.0.q,faq.0.q,Mit jelent a Soft FM?,Was bedeutet Soft FM?,translated_draft
soft-fm:PILOT_HU.faq.0.a,faq.0.a,"A Soft FM a helyszínek napi működését támogató, nem műszaki facility szolgáltatások összehangolt kezelését jelenti. Az Avenirnél ez takarítást, kertészeti folyamatokat, higiéniai és hulladékkezelési támogatást, operatív koordinációt és szolgáltatókezelést fed le az egyeztetett scope-on belül.","Soft FM bezeichnet die koordinierte Erbringung der nicht technischen Facility-Leistungen, die den täglichen Betrieb der Standorte unterstützen. Bei Avenir umfasst das Reinigung, Grünpflegeprozesse, Hygiene- und Abfallentsorgungs-Unterstützung, operative Koordination und Dienstleistersteuerung innerhalb des vereinbarten Leistungsumfangs.",translated_draft
soft-fm:PILOT_HU.faq.1.q,faq.1.q,Miben különbözik a Soft FM a Hard FM-től?,Worin unterscheidet sich Soft FM von Hard FM?,translated_draft
soft-fm:PILOT_HU.faq.1.a,faq.1.a,"A Hard FM elsősorban műszaki, karbantartási és épületüzemeltetési folyamatokra fókuszál. A Soft FM a napi támogató szolgáltatásokat fogja össze: takarítás, kertészet, higiéniai folyamatok és helyszíni operatív koordináció. Sok helyszínen a két terület akkor működik jól, ha a riportálási és eszkalációs útvonalak összehangoltak.","Hard FM konzentriert sich vor allem auf technische, Instandhaltungs- und Gebäudebetriebsprozesse. Soft FM bündelt die täglichen unterstützenden Leistungen: Reinigung, Grünpflege, Hygieneprozesse und operative Koordination vor Ort. An vielen Standorten funktionieren beide Bereiche dann gut, wenn Berichts- und Eskalationswege aufeinander abgestimmt sind.",translated_draft
soft-fm:PILOT_HU.faq.2.q,faq.2.q,Csak takarításról szól a Soft FM?,Geht es bei Soft FM nur um Reinigung?,translated_draft
soft-fm:PILOT_HU.faq.2.a,faq.2.a,"Nem. A takarítás gyakran a Soft FM egyik központi eleme, de a szolgáltatás ennél szélesebb. Az Avenir a takarításhoz, szolgáltatókezeléshez, kertészeti folyamatokhoz, higiéniai működéshez, minőségellenőrzéshez, riportáláshoz és helyszíni támogatáshoz kapcsolódó működési réteget kezeli.","Nein. Die Reinigung ist oft ein zentrales Element des Soft FM, doch die Leistung ist breiter. Avenir steuert die Betriebsebene rund um Reinigung, Dienstleistersteuerung, Grünpflegeprozesse, Hygienebetrieb, Qualitätskontrolle, Berichtswesen und Unterstützung vor Ort.",translated_draft
soft-fm:PILOT_HU.faq.3.q,faq.3.q,Koordinálhat az Avenir több szolgáltatót vagy alvállalkozót?,Kann Avenir mehrere Dienstleister oder Nachunternehmer koordinieren?,translated_draft
soft-fm:PILOT_HU.faq.3.a,faq.3.a,"Igen. Az egyeztetett Soft FM modellben az Avenir a szerződés indulásától koordinálja a szolgáltatói felelősségeket, kapcsolattartási pontokat, eszkalációs útvonalakat és riportálási elvárásokat.","Ja. Im vereinbarten Soft-FM-Modell koordiniert Avenir ab Vertragsbeginn die Dienstleisterverantwortlichkeiten, Kontaktpunkte, Eskalationswege und Berichtsanforderungen.",translated_draft
soft-fm:PILOT_HU.faq.4.q,faq.4.q,Van garantált takarítási minőség?,Gibt es eine garantierte Reinigungsqualität?,translated_draft
soft-fm:PILOT_HU.faq.4.a,faq.4.a,"Az általános takarítási minőségre vonatkozó garancia nem helyettesítheti a meghatározott scope-ot. Az Avenir a minőséget egyeztetett feladatokkal, meghatározott szempontokkal, szolgáltatási ellenőrzésekkel, riportálással és korrekciós intézkedésekkel kezeli, így az elvárások konkrétak és áttekinthetők.","Eine allgemeine Garantie für Reinigungsqualität kann den definierten Leistungsumfang nicht ersetzen. Avenir steuert die Qualität über vereinbarte Aufgaben, definierte Kriterien, Leistungskontrollen, Berichtswesen und Korrekturmaßnahmen — so bleiben die Erwartungen konkret und überschaubar.",translated_draft
soft-fm:PILOT_HU.faq.5.q,faq.5.q,Hogyan ellenőrizhető a Soft FM szolgáltatások minősége?,Wie lässt sich die Qualität der Soft-FM-Leistungen kontrollieren?,translated_draft
soft-fm:PILOT_HU.faq.5.a,faq.5.a,"Az Avenir a minőséget egyeztetett ellenőrzési pontokon, szolgáltatási ellenőrzéseken, visszatérő problémák követésén, visszajelzési körökön és rendszeres írásos riportáláson keresztül követi, helyszínspecifikus elvárások alapján.","Avenir verfolgt die Qualität über vereinbarte Kontrollpunkte, Leistungskontrollen, die Nachverfolgung wiederkehrender Probleme, Feedbackrunden und regelmäßiges schriftliches Berichtswesen — auf Grundlage standortspezifischer Anforderungen.",translated_draft
soft-fm:PILOT_HU.faq.6.q,faq.6.q,Kapunk írásos riportot a Soft FM feladatokról?,Erhalten wir einen schriftlichen Bericht über die Soft-FM-Aufgaben?,translated_draft
soft-fm:PILOT_HU.faq.6.a,faq.6.a,"Igen. A strukturált Soft FM együttműködések része a rendszeres írásos riportálás, amely lefedi az elvégzett scope-ot, minőségi megfigyeléseket, visszatérő problémákat és egyeztetett intézkedéseket.","Ja. Zu strukturierten Soft-FM-Kooperationen gehört ein regelmäßiges schriftliches Berichtswesen, das den erledigten Leistungsumfang, Qualitätsbeobachtungen, wiederkehrende Probleme und vereinbarte Maßnahmen abdeckt.",translated_draft
soft-fm:PILOT_HU.faq.7.q,faq.7.q,Kapcsolódhat a Soft FM portaszolgálati vagy biztonsági működéshez?,Kann Soft FM an Pförtner- oder Sicherheitsprozesse angebunden werden?,translated_draft
soft-fm:PILOT_HU.faq.7.a,faq.7.a,"Igen. Sok helyszínen a porta, recepció, objektumőrzés vagy Hard FM csapat jelzi először az operatív problémákat. A Soft FM akkor működik jobban, ha a jelzések, felelősségek, szolgáltatók és riportálási folyamatok egy működési modellben kapcsolódnak össze.","Ja. An vielen Standorten melden Pforte, Empfang, Objektschutz oder das Hard-FM-Team operative Probleme zuerst. Soft FM funktioniert besser, wenn Meldungen, Verantwortlichkeiten, Dienstleister und Berichtsprozesse in einem Betriebsmodell verbunden sind.",translated_draft
soft-fm:hu.serviceDetail.relatedEyebrow,related.eyebrow,MÉG AZ AVENIRTŐL,WEITERES VON AVENIR,translated_draft
soft-fm:hu.serviceDetail.relatedTitle,related.title,Kapcsolódó szolgáltatások,Verwandte Leistungen,translated_draft
soft-fm:related.0.hard-fm.nameHu,related.0.title,Hard FM,Hard FM,translated_draft
soft-fm:related.0.hard-fm.shortDescHu,related.0.description,"Hard FM tervezett megelőző karbantartással, reaktív hibakezeléssel, szakcéges koordinációval, dokumentált hibanaplóval és működési riportálással.","Hard FM mit geplanter vorbeugender Instandhaltung, reaktiver Störungsbearbeitung, Koordination von Fachfirmen, dokumentiertem Störungsprotokoll und betrieblichem Berichtswesen.",translated_draft
soft-fm:related.1.portaszolgalat.nameHu,related.1.title,Recepciós és portaszolgálat,Empfangs- und Pförtnerdienst,translated_draft
soft-fm:related.1.portaszolgalat.shortDescHu,related.1.description,"Recepciós és portaszolgálat látogatók, beszállítók, munkatársak, kulcsok, csomagok, naplózás és egyeztetett eszkaláció kezelésére.","Empfangs- und Pförtnerdienst für Besucher, Lieferanten, Mitarbeiter, Schlüssel, Pakete, Protokollierung und abgestimmte Eskalation.",translated_draft
soft-fm:related.2.mystery-shopping-helyszini-audit.nameHu,related.2.title,Próbavásárlás és szolgáltatásaudit,Mystery Shopping und Serviceaudit,translated_draft
soft-fm:related.2.mystery-shopping-helyszini-audit.shortDescHu,related.2.description,"Próbavásárlás és szolgáltatásaudit valós ügyfél- és működési helyzetekben, strukturált megfigyeléssel, riportálással és fejlesztési javaslatokkal.","Mystery Shopping und Serviceaudit in realen Kunden- und Betriebssituationen, mit strukturierter Beobachtung, Berichtswesen und Verbesserungsempfehlungen.",translated_draft
soft-fm:related.3.objektumorzes.nameHu,related.3.title,Élőerős objektumőrzés,Objektschutz vor Ort,translated_draft
soft-fm:related.3.objektumorzes.shortDescHu,related.3.description,"Élőerős objektumőrzés beléptetéssel, járőrözéssel, incidenskezeléssel, szolgálati naplóval és egyeztetett eszkalációs renddel.","Objektschutz vor Ort mit Zutrittskontrolle, Kontrollgängen, Vorfallbearbeitung, Dienstbuch und abgestimmter Eskalationsordnung.",translated_draft
soft-fm:related.4.rendezvenybiztositas.nameHu,related.4.title,Rendezvénybiztosítás,Veranstaltungssicherheit,translated_draft
soft-fm:related.4.rendezvenybiztositas.shortDescHu,related.4.description,"Rendezvénybiztosítás vállalati, zártkörű és nyilvános eseményekre, beléptetéssel, közönségáramlás-támogatással, zónakezeléssel, incidensrögzítéssel és szervezői eszkalációval.","Veranstaltungssicherheit für Firmen-, geschlossene und öffentliche Veranstaltungen, mit Zutrittskontrolle, Unterstützung der Besucherströme, Zonenmanagement, Vorfallerfassung und Eskalation an die Veranstaltungsleitung.",translated_draft
soft-fm:serviceDetail.hero.cta,cta.hero,Ajánlatkérés,Angebot anfordern,translated_draft
soft-fm:SERVICE_QUOTE_COPY.hu.button,cta.embedded.collapsedButton,Ajánlatkérés,Angebot anfordern,translated_draft
hard-fm:seoTitleHu,meta.title,Hard FM és műszaki üzemeltetés | Avenir,Hard FM – Technisches Gebäudemanagement | Avenir,translated_draft
hard-fm:seoDescriptionHu,meta.description,"Tervezett megelőző karbantartás, reaktív hibakezelés, szakcéges koordináció és dokumentált riportálás műszaki helyszíni működéshez.","Geplante vorbeugende Instandhaltung, reaktive Störungsbearbeitung, Koordination von Fachfirmen und dokumentiertes Berichtswesen für den technischen Standortbetrieb.",translated_draft
hard-fm:nameHu,hero.h1,Hard FM,Hard FM – Technisches Gebäudemanagement,translated_draft
hard-fm:valuePropositionHu,hero.subhead,"A Hard FM a tervezett megelőző karbantartást és a reaktív hibakezelést fogja össze az épületüzemeltetés, gépészeti és elektromos rendszerek, vízvezeték, HVAC és műszaki működés területén, dokumentált eszkalációval és riportálással.","Hard FM bündelt die geplante vorbeugende Instandhaltung und die reaktive Störungsbearbeitung für Gebäudebetrieb, gebäudetechnische und elektrische Anlagen, Sanitär, HLK und den technischen Betrieb — mit dokumentierter Eskalation und Berichtswesen.",translated_draft
hard-fm:PILOT_HU.longDesc.body.0,body.1,"Az Avenir Hard FM szolgáltatása a vállalati, ipari és logisztikai helyszínek műszaki rendszereinek tervezett megelőző karbantartását és reaktív hibakezelését fogja össze. A scope kiterjedhet az épületállagra, gépészeti és elektromos rendszerekre, vízvezeték- és HVAC-folyamatokra, kisebb műszaki munkákra, szakcéges koordinációra és dokumentált hibakövetésre.","Die Hard-FM-Leistung von Avenir bündelt die geplante vorbeugende Instandhaltung und die reaktive Störungsbearbeitung der technischen Anlagen von Unternehmens-, Industrie- und Logistikstandorten. Der Leistungsumfang kann die Gebäudesubstanz, gebäudetechnische und elektrische Anlagen, Sanitär- und HLK-Prozesse, kleinere technische Arbeiten, die Koordination von Fachfirmen und die dokumentierte Störungsverfolgung umfassen.",translated_draft
hard-fm:PILOT_HU.longDesc.body.1,body.2,"Az Avenir a mobilizáció során az ügyféllel együtt rögzíti a hibabejelentési útvonalat, az eszkalációs pontokat, a szolgáltatói felelősségeket, a beavatkozási naplózást és a riportálási ritmust. Ha HVAC-, elektromos, vízvezeték- vagy kötelező felülvizsgálati munkákhoz szakcég szükséges, azok kezelése az egyeztetett működési modell részeként történik, nem rejtett átadásként az ügyfél felé.","Während der Mobilisierung legt Avenir gemeinsam mit dem Kunden den Störungsmeldeweg, die Eskalationspunkte, die Dienstleisterverantwortlichkeiten, die Maßnahmendokumentation und den Berichtsrhythmus fest. Sind für HLK-, Elektro-, Sanitär- oder Pflichtprüfungsarbeiten Fachfirmen erforderlich, erfolgt deren Steuerung als Teil des vereinbarten Betriebsmodells — nicht als verdeckte Rückübertragung an den Kunden.",translated_draft
hard-fm:PILOT_HU.longDesc.body.2,body.3,"A Hard FM működhet önálló műszaki üzemeltetési szolgáltatásként, vagy az Avenir portaszolgálatával, élőerős őrzésével vagy Soft FM szolgáltatásával együtt ugyanazon a helyszínen. Integrált működésben a riportálási ritmus, az eszkalációs lánc és az operatív kapcsolattartási pontok összehangoltak, így az ügyfél nem széttagolt szolgáltatói visszajelzéseket, hanem egységes műszaki képet kap.","Hard FM kann als eigenständige technische Betriebsleistung funktionieren oder gemeinsam mit dem Pförtnerdienst, dem Objektschutz oder der Soft-FM-Leistung von Avenir am selben Standort. Im integrierten Betrieb sind Berichtsrhythmus, Eskalationskette und operative Kontaktpunkte aufeinander abgestimmt — der Kunde erhält kein fragmentiertes Dienstleisterfeedback, sondern ein einheitliches technisches Bild.",translated_draft
hard-fm:hu.serviceDetail.useCasesEyebrow,useCases.eyebrow,KINEK AJÁNLJUK,EMPFOHLEN FÜR,translated_draft
hard-fm:hu.serviceDetail.useCasesTitle,useCases.title,Kinek jó,Für wen geeignet,translated_draft
